I'm sad.	悲しいです。
Her application for leave was refused.	彼女の休暇の申請は拒否された。
I'm getting married to her in June.	彼女と６月に結婚する事になったんだ。
She may well be proud of her daughter.	彼女が娘自慢なのももっともだ。
I don't blame you for hitting him.	彼を殴ったことであなたを責めはしない。
They were delighted at the good news.	彼らは良い知らせを聞いて喜んだ。
They are going off by plane tomorrow.	彼らは明日飛行機で行ってしまう。
They saw a cat climbing up the tree.	彼らは猫が木に登っているのを見た。
They were kind enough to assist us.	彼らは親切にも我々を援助してくれた。
They are satisfied with the new house.	彼らは新しい家に満足している。
They will cut down on their expenses.	彼らは出資を切り詰めるでしょう。
They built an extension to the office.	彼らは事務所に建て増しをした。
They are superior to us in learning.	彼らは私達よりも学識が優れている。
They fought for the sake of their country.	彼らは国の為に戦った。
They should have arrived home by now.	彼らはもう家に着いているはずだ。
They argued the new bill for hours.	彼らはその新税法案を何時間も論じた。
They shake hands instead of bowing.	彼らはおじぎをしないで握手をします。
They have been married for four years.	彼らが結婚して４年になります。
He goes in for the examination next month.	彼は来月試験を受ける。
He is an abler lawyer than I expected.	彼は予想以上に有能な弁護士だ。
While he was studying, he fell asleep.	彼は勉強中に寝入ってしまった。
He was sick, so he did not go out.	彼は病気だった、それで外出しなかった。
He put a hand gently on her shoulder.	彼は彼女の肩にそっと手を置いた。
He denied having met her last week.	彼は彼女と先週会ったことを否定した。
He is a man of considerable influence.	彼は大変影響力のある人物です。
He stretched and took a deep breath.	彼は体を伸ばしてから深呼吸をした。
He tried climbing the distant mountain.	彼は試しに遠山に登ってみた。
He came across to us as being honest.	彼は私達には正直だとおもわれた。
He would not listen to my advice.	彼は私の忠告を聞き入れようとしなかった。
He paid no attention to my advice.	彼は私の忠告に全く注意を払わなかった。
He nodded in response to my question.	彼は私の質問に対してうなずいた。
He promised to come home early tonight.	彼は今夜早く帰ると約束した。
He has been a good companion to me.	彼は今までずっと私の良い友達だった。
He tried to buy into the club.	彼は金を使ってそのクラブの一員になろうとした。
He values honor above anything else.	彼は何物にもまして名誉を重んじる。
He is a very good speaker of English.	彼は英語を話すのがとても上手だ。
He had returned to England forever.	彼は永久にイギリスに帰ってしまった。
He gives plain, simple explanations.	彼はわかりやすい簡潔な説明をする。
He listened closely to the speaker.	彼はよく注意して講演者の話を聞いた。
He could still be alive somewhere.	彼はまだどこかで生きてるかもしれない。
He ran fast so as to catch the bus.	彼はバスに間に合うように速く走った。
Did he come by bus or by train?	彼はバスで来たのですか、それとも電車ですか。
He is too smart not to know it.	彼はとても賢いのでそれを知らないはずはない。
He lives somewhere around the park.	彼はどこかその公園辺りに住んでいる。
He put special emphasis on the problem.	彼はその問題を特に強調した。
He climbed the tree without difficulty.	彼はその木になんなく上った。
He is in a hurry to catch the train.	彼はその電車に乗ろうと急いでいる。
He reported the details with accuracy.	彼はその詳細を正確に報告した。
He thought the whole thing a bad joke.	彼はすべて悪い冗談だと思った。
He was strongly against all violence.	彼はすべての暴力に強く反対した。
He will pass the coming examination.	彼はこんどの試験に合格するだろう。
He is as gentle a person as ever lived.	彼はこの上なく優しい人です。
