Wrong.	違うんだ。
Has he written the letter yet?	彼はもう手紙を書いてしまいましたか。
He has made a promise to come again.	彼はまた来ると約束した。
He seems to make nothing of it.	彼はそれを全く理解できないようだ。
It seems that he knows about it.	彼はそれについて知っている様だ。
He regarded the money as gone.	彼はその金をなくなったものと考えた。
He is pleased with the present.	彼はそのプレゼントを喜んでいます。
It seems that he knows everything.	彼はすべて知っているらしい。
He will write an answer very soon.	彼はすぐに返事を書くだろう。
I first met him three years ago.	彼に初めて会ったのは3年前です。
If only I get a chance to see him.	彼に会う機会さえあればなあ。
He has a son and two daughters.	彼には１人の息子と２人の娘がいる。
He is the man who drew the picture.	彼がその絵をかいた人です。
Where in Japan did you grow up?	日本のどこであなたは育ちましたか。
The couple was walking arm in arm.	二人は腕を組んで歩いていた。
The same is true of the nation.	同じ事が国家についても当てはまる。
It can be cold here even in May.	当地では５月でも寒いことがある。
Don't forget to turn the light off.	電気を消すのを忘れないで。
Play out of doors on a fine day.	天気の良い日には外で遊びなさい。
The earth is made up of sea and land.	地球は海と陸からなる。
No one gave him a good chance.	誰も彼によいチャンスを与えなかった。
Am I waiting in the wrong place?	待ち合わせの場所間違えたかしら？
I received her letter the other day.	先日彼女から手紙がきた。
A long time ago, there was a young man.	昔、若い男がいた。
The girl with blue eyes is Jane.	青い目をした少女はジェーンです。
The world is running out of oil.	世界は石油を使い果たしています。
Bring me a glass of water, please.	水を一杯持ってきてください。
People believed her to be dead.	人々は彼女が死んだものだと思った。
Kobe is a sister city of Seattle.	神戸はシアトルの姉妹都市です。
She's pleased with her new dress.	新しいドレスが気に入っている。
I've been waiting for love to come.	心の傷を癒してくれる愛を。
Do you have this in any other colors?	色違いはありませんか。
Could you please make room for me?	場所を空けて下さいませんか。
The people present were surprised.	出席していた人たちは驚いた。
Please show me what to do next.	次はどうしたら良いか教えて下さい。
Please come over if you have time.	時間があったら来てください。
Don't forget to write to us.	私達に手紙を書くのを忘れないでください。
Please take me along with you.	私もいっしょに連れて行ってください。
I have been to the post office.	私は郵便局へ行ってきたところです。
I share the room with my sister.	私は妹と共同で部屋を使っている。
I couldn't tell her from sister.	私は彼女と妹を区別できなかった。
I have a letter written by him.	私は彼が書いた手紙を持っています。
I have a dog which can run fast.	私は速く走れる犬を飼っています。
I'll buy a watch for my son.	私は息子に腕時計を買ってやるつもりです。
I make it a rule to get up early.	私は早く起きることにしている。
I live an hour away from work.	私は職場から１時間の所に住んでいる。
I lived in Japan three years ago.	私は三年前に日本に住んでいた。
I wrote three letters last night.	私は昨晩手紙を３通書きました。
I can't go, nor do I want to.	私は行けないし、行きたいとも思わない。
