Perfect!	完璧だ！
Jack may speak Spanish, too.	ジャックはスペイン語も話すかもしれない。
I'll give you anything but this.	これ以上のものは何でも君にやる。
This is the reason why I came late.	これが私が遅れた理由です。
Never be late for school again.	これからは二度と学校に遅刻するな。
Do I have to take this medicine?	この薬を飲まないといけませんか。
This medicine does not agree with me.	この薬は僕に合わない。
This book has a certain value.	この本にはある程度の価値はあります。
This method is of wide application.	この方法は適用範囲が広い。
This room is used as a kitchen.	この部屋は台所として使われている。
There is a television in this room.	この部屋にはテレビがある。
This box is light enough to carry.	この箱は持ち運べるほど軽い。
This cat is as big as that one.	この猫はあの猫と同じくらい大きい。
How long will this battery last?	この電池はどれくらいもちますか。
Go two blocks and turn left.	この通りを二つ目の角で左へ曲がりなさい。
Will you keep this seat for me?	この席を取っておいてくれませんか。
There is nothing new under the sun.	この世に新しいものはない。
This food does not agree with me.	この食べ物は私の体に合わない。
This food does not agree with me.	この食べ物は、私には合わない。
Can you cash this check for me?	この小切手を現金にしてくれますか。
This car is going 60km an hour.	この車は時速６０キロで走っている。
The lake is deepest at this point.	この湖はこの箇所が一番深い。
This building is off limits now.	この建物は、現在立ち入り禁止だ。
There is a military base near here.	この近くに軍の基地がある。
This rule applies to all cases.	この規則は全ての場合に当てはまる。
This rule applies to all cases.	この規則はどの場合にも当てはまる。
This rule applies to all cases.	この規則はどの場合でも当てはまる。
It is me that painted this picture.	この絵を描いたのは私です。
Are you going away this summer?	この夏休みはどこかへ行くのですか。
This message doesn't make sense.	このメッセージは意味をなさない。
What do you have in this bag?	このバッグの中には何が入っていますか。
The color of the shirt held fast.	このシャツは色が落ちなかった。
Who is responsible for this class?	このクラスの担任は誰ですか。
Kenya became independent in 1963.	ケニアは１９６３年に独立した。
The whole class passed the test.	クラス全員がその試験に合格した。
Do they speak French in Canada?	カナダではフランス語を話しますか。
Don't answer your mother back.	お母さんに口答えしてはいけませんよ。
I look forward to hearing from you.	お便りをお待ちしています。
I'm looking forward to your reply.	お返事を心待ちにしています。
Would you like something to drink?	お飲み物はどうなさいますか。
I don't want to hear you speak.	おまえらの声なんか聞きたくもない。
Amy made an effort to stand up.	エイミーは立ち上がろうと努力した。
What is the population of India?	インドの人口はどのくらいですか。
No more, thank you. I'm full.	いや結構です。たくさんいただきました。
