Duck!	頭を下げろ！
His wealth got him into the club.	彼は資産のおかげでそのクラブの会員になれた。
Did he succeed in passing the examination?	彼は試験に合格しましたか。
Hardly had he seen me when he ran away.	彼は私を見つけるとすぐににげた。
He accommodated me with a night's lodging.	彼は私を一晩泊めてくれた。
He said, "I want to be a scientist."	彼は「私は科学者になりたい」と言った。
He was making sheep's eyes at my daughter.	彼は私の娘に色目を使った。
He slammed the door right in my face.	彼は私の鼻先でドアをぱたんとしめた。
He showed me his stamp collection.	彼は私に切手のコレクションを見せてくれた。
He gave me some bread, also some milk.	彼は私にパン、それに牛乳もくれた。
He will cope well with difficulties.	彼は困難をうまく切り抜けていくだろう。
He is not at home to anybody today.	彼は今日はどなたにもお会いいたしません。
He ought to have arrived there by now.	彼は今頃はそこに着いているはずだ。
It was his fate to live a lonely life.	彼は孤独な人生を送る運命にあった。
He fished in the drawer for the key.	彼は鍵はないかと引き出しの中を探した。
He did it at the expense of his health.	彼は健康を犠牲にしてそれをした。
He doesn't like beef. Neither do I.	彼は牛肉が好きではありません。私もです。
He became brave in the face of danger.	彼は危険に直面した時勇敢になった。
He did not study abroad for nothing.	彼は海外留学をしただけのことはあった。
He traveled at the expense of the company.	彼は会社の費用で旅行した。
He committed an offense against our laws.	彼は我が国の法律に違反した。
He fell from the roof head over heels.	彼は屋根からまっさかさまに落ちた。
He was a doctor; moreover a poet.	彼は医者であった。そのうえ、詩人でもあった。
He is a clerk at the Bank of Washington.	彼はワシントン銀行の職員です。
He often laughs at his own jokes.	彼はよく自分で自分のジョークに笑ってしまう。
He knocked his knee against the chair.	彼はひざをいすにぶつけてしまった。
He was laughed at for a stupid act.	彼はばかげた行いをして笑いものになった。
I'm afraid something is wrong with him.	彼はどこか具合が悪いと思います。
How did he earn his daily bread?	彼はどうやって日々の生計をたてているのですか。
He speaks English with a German accent.	彼はドイツなまりの英語をはなす。
He finally succeeded in getting a job.	彼はついに仕事を得るのに成功した。
He asked me whether anybody was there.	彼はだれかそこにいるのかと尋ねた。
He denied having said such a thing.	彼はそんなことは言わなかったと否定した。
He finished it as quick as lightning.	彼はそれを電光石火の早さで仕上げた。
He illustrated the theory with facts.	彼はその理論を事実によって説明した。
He made a few remarks on the book.	彼はその本に関していくつかの所見を述べた。
He lay at full length on the grass.	彼はその芝生に大の字になって寝そべった。
He was fighting regardless of his wound.	彼はけがにかまわず戦っていた。
The man you see over there is my uncle.	向こうに見える人は私の叔父です。
He is sure to succeed in the attempt.	彼はきっとその企てに成功するだろう。
With all his wealth, he is not happy.	彼はお金をもっているが幸せではない。
He succeeded in solving the problem.	彼はうまくその問題を解くことができた。
He is not what is called a gentleman.	彼はいわゆる紳士というものではない。
He always imposes his opinion on me.	彼はいつも私に彼の意見を押し付けます。
He wrote a biography of a famous poet.	彼はある有名な詩人の伝記を書いた。
He is by far the wisest of the three.	彼は３人のなかでずば抜けて一番賢い。
His talk is always pleasant to listen to.	彼の話はいつ聞いても楽しい。
His prediction might come true.	彼の予言は、ひょっとしたら的中するかもしれない。
His conduct is open to grave objection.	彼の品行は厳しい非難を免れない。
His intelligence is widely recognized.	彼の頭の良さは広く認められている。
