Die!	死ね！
Given health, one can do anything.	健康なら何でもできる。
Nothing is more important than health.	健康が第一だ。
The plans are still up in the air.	計画はまだ未定である。
Keiko is at the head of her class.	恵子はクラスで首席だ。
I'll hear all of you in turn.	君達全部のいう事を順番に聞こう。
You will do well to leave him.	君は彼と別れるのが賢明だろう。
You can't speak English, can you?	君は英語が話せませんね？
You have only to study hard.	君は一生懸命勉強しさえすればよい。
You need to study harder.	君はもっと一生懸命勉強をする必要がある。
What do you need the money for?	君はなぜこの金が必要なんだ。
You have a good friend in me.	君にはぼくというよい友達が居る。
How old will you be next year?	君たちは来年何歳になりますか。
You must set off at once.	君たちはすぐに出発しなければなりません。
Tell me when you will call me.	君が訪ねる時間を教えて下さい。
It's no use your saying anything.	君が何を言っても無駄だ。
I just came up with the word.	偶然その単語にであったわけです。
I met her on my way to school.	学校へ行く途中で彼女にあった。
I met Tom on my way to school.	学校へ行く途中でトムに会った。
When does your school break up?	学校はいつ休暇になりますか。
I like Chinese food in general.	概して私は中華料理が好きだ。
We must provide for old age.	我々は老後に備えなければならない。
What do you learn English for?	何のために英語を学ぶのですか。
Have you ever been to Britain?	英国へ行ったことがありますか。
I was called on in English class.	英語の時間に当てられた。
What do you say to taking a rest?	ちょっと一服しませんか？
I still haven't heard from him.	依然として彼から便りがない。
Put it back where you found it.	もとの所へ戻っておきなさい。
Can you hold on a little longer?	もう少しの間頑張れるかい？
It's already time to go home.	もう帰らなければならない時間だ。
It is about time we were leaving.	もうそろそろ帰る時間だ。
Miho is the girl I like best.	ミホは私が一番好きな女の子です。
Mr White has gone to India.	ホワイト氏はインドへ行ってしまった。
Ben is not as young as he looks.	ベンは見かけほど若くない。
Helen got off at the next stop.	ヘレンは次の停留所で降りた。
Have you ever gone to Venice?	ベニスに行ったことがありますか。
Have you heard from Freddie?	フレディーから連絡がありましたか。
French is spoken by many.	フランス語は多くの人々によって話される。
If only I could speak French.	フランス語が話せさえすればなあ。
Brian left for New York.	ブライアンはニューヨークに向けて出発した。
Shall I ask Peter for help?	ピーターに手伝ってもらいましょうか。
