Wow!	すごい！
I like addition but not subtraction.	私は足し算は好きだけど引き算は嫌いだ。
Locking all the doors, I went to bed.	私は全部の戸に鍵を掛けた後で、寝た。
I had the porter carry my suitcase.	私は赤帽にスーツケースを運んでもらった。
I thought I was a fairly good swimmer.	私は水泳に相当の自信を持っていた。
I often played soccer when I was young.	私は若いときよくサッカーをした。
I dreaded his reply to my letter.	私は自分の手紙に対する彼の返事を恐れていた。
I must postpone going to the dentist.	私は歯医者行きを延ばさねばならない。
I was obliged to go out yesterday.	私は昨日やむをえず外出せざるをえなかった。
I'll never do anything by halves.	私は決して何事も中途半端にはしないつもりだ。
I will finish my homework by nine.	私は九時までに宿題をやってしまうつもりだ。
I had a hasty breakfast and left home.	私は急いで朝食を食べて、家を出た。
I'd like you to be more punctual.	私は皆さんにもっと時間を守っていただきたい。
I had no difficulty in finding his house.	私は難なく彼の家を見つけた。
I would rather play tennis than swim.	私は泳ぐよりもむしろテニスをしたい。
I often help my brother with his homework.	私はよく弟の宿題を手伝う。
I reasoned him out of his fears.	私はよく説明して彼の恐怖心を取り除いてやった。
I went out of my way as far as Rome.	私はまわりみちまでしてローマにいった。
I went swimming in the lake with Hiroko.	私はヒロコと湖へ泳ぎに行った。
I am going to visit the famous zoo.	私はその有名な動物園をたずねるつもりだ。
I doubt the authenticity of the document.	私はその文章が本物かを疑う。
I am tired after swimming in that river.	私はその川を泳いで疲れている。
I cannot help laughing at the joke.	私はその冗談を聞いて笑わずにいられない。
I cannot agree with you on the matter.	私はその件であなたに賛成できない。
I was greatly impressed by the speech.	私はその演説から強い印象を受けた。
I didn't have more than 1,000 yen.	私はせいぜい１０００えんしか持っていない。
I like my steak cooked medium rare.	私はステーキはミディアムレアが好きです。
I often run into her at the supermarket.	私はスーパーでよく彼女と会う。
I bought this book at Maruzen Bookstore.	私はこの本を丸善書店で買った。
I cannot do without this dictionary.	私はこの辞書無しではやっていけません。
I paid 1,500 yen for this dictionary.	私はこの辞書を１，５００円で買った。
I'm not accustomed to such treatment.	私はこのような扱いには慣れていない。
I bought this camera for 25,000 yen.	私はこのカメラを２５０００円で買った。
He lost his temper and threw a cup.	私はかんしゃくを起こしてコップを投げた。
I share his political perspective.	私はかれのせいじじょうの考え方に同調する。
I always rest for an hour after dinner.	私はいつも夕食後１時間休憩する。
I got scolded severely by that teacher.	私はあの先生に厳しくし叱られた。
I will finish my homework by nine.	私は９時までに宿題をやってしまうつもりだ。
I go to the dentist every second day.	私は１日おきに歯医者に通っています。
My parents were born in Aichi Prefecture.	私の両親は愛知県で生まれた。
My father began jogging last month.	私の父は先月からジョギングを始めました。
My father is contemptuous of drunkards.	私の父は酔っ払いを軽蔑している。
My father helped me with my homework.	父が私の宿題を手伝ってくれたんです。
My dad's pastime is skydiving.	私の父の気晴らしはスカイダイビングをすることです。
My special branch of study is sociology.	私の専門研究分野は社会学です。
My goal in life is to be a novelist.	私の人生の目標は小説家になることです。
There's something the matter with my car.	私の車はどこか故障している。
My car is equipped with a CD player.	私の車はＣＤプレーヤーを装備している。
My bicycle disappeared into thin air.	私の自転車は影も形もなくなっていた。
My favorite song is Hungry Spider.	私の好きな曲はハングリー・スパイダーです。
My wish is to conquer this mountain.	私の願いはこの山を征服することである。
From my position, I cannot see the tower.	私の位置からは塔は見えない。
Something is wrong with my typewriter.	私のタイプライターは故障している。
I cannot afford to buy a new bicycle.	私には新しい自転車を買う余裕がない。
I would not meddle in such a thing.	私ならそんなことに口出しをしないだろう。
