I try.	頑張ってみる。
I don't quite believe what he says.	彼の言うことには半信半疑だ。
He has a son whose name is John.	彼にはジョンという名の息子がいる。
I wish he were on our team.	彼が私たちのチームの選手だったらいいのにな。
I stayed there until he had left.	彼が去ってしまうまでそこにいた。
I found him lying on the bed.	彼がベッドに横になっているのを見つけた。
You had better have your hair cut.	髪を切ってもらった方がいいよ。
I was cut off while I was speaking.	電話中に切れてしまいました。
The pain will go away by and by.	痛みはやがて治まってくるでしょう。
I have long wanted that car.	長いことずっとあの車が欲しいと思っている。
I took to sleeping late in the morning.	朝寝坊が癖になった。
Why not come in and wait here?	中に入ってお待ちになったらどうですか。
Few girls were late for school.	遅刻した女の子はほとんどいなかった。
It's getting darker little by little.	段々暗くなっていきます。
Is there someone who could help me?	誰か助けをよこしてください。
Someone left the water running.	誰かが水を出しっぱなしにしておいた。
What do you do to stay in shape?	体調を保つために何をしていますか。
Would you mind my opening the window?	窓をあけてもいいですか。
I saw a man's face in the window.	窓のうち側に男の顔が見えていた。
Every means has not been tried.	全ての手段が試みられたわけではない。
The teacher got quite well again.	先生はまたすっかり元気になった。
Some are red and others are white.	赤いものもあれば白いのもある。
I wish I had enough time to sleep.	睡眠時間が十分あればいいのに。
Eating too much is bad for the health.	食べ過ぎは健康に悪い。
A boy made off with some money.	少年がいくらかお金を持って逃走した。
I will stay here for a short period.	少しの間ここに滞在します。
I traded in my car for a new one.	車を下取りに出して新車を買った。
You can speak as you actually feel.	実際感じたままを話してよい。
Do everything at your own risk.	自分の責任において何でも行いなさい。
What time is the next performance?	次の上演時間は何時からですか。
I want to have a part-time job, too.	私もアルバイトしたいなあ。
I am a man who can't stand being alone.	私は淋しがり屋です。
I told him not to be late again.	私は彼に二度と遅刻するなと言った。
I take a walk at six in the morning.	私は朝６時に散歩をします。
I usually get up early in the morning.	私は大抵朝早く起きる。
I turned over the business to my son.	私は事業を息子に譲った。
I still have a lot of work to do.	私は仕事をたいぶためてしまった。
I want you to read this letter.	私は君にこの手紙を読んでもらいたい。
I don't want anything to drink.	私は飲む物は何も欲しくはありません。
I am very interested in French.	フランス語にはとても興味があります。
I will try as hard as I can.	私はできるだけ一生懸命やっているつもりだ。
I am beginning to remember it.	私はだんだんそれを思い出し始めてきた。
I will bring back a lot of food.	私はたくさんの食物を持って帰ろう。
I want the work done quickly.	私はその仕事を早くしてもらいたいのです。
