Birds fly.	鳥は飛ぶ。
Did you inform your teacher of this?	先生にこのことを知らせましたか。
Who was absent from school last week?	先週学校を休んだのは誰ですか。
There was a mad rush toward the exit.	先を争って人が出口に殺到した。
There used to be a castle on the hill.	昔はその丘の上に城があった。
There was a castle here many years ago.	昔ここにお城がありました。
Aomori is famous for its good apples.	青森はおいしいりんごで有名だ。
Can you see a sail on the horizon?	水平線のところに船の帆が見えますか。
There are many mysteries in life.	人生には数多くの不可解なことが起こる。
When will the new magazine come out?	新しい雑誌はいつ出版されますか。
You'll have to turn over a new leaf.	心機一転して出直すのが一番だね。
Lack of food made them very hungry.	食糧不足が彼らをひどく空腹にした。
The site of the castle is now a park.	城の跡は今は公園になっている。
Please pick up the pen from the floor.	床からペンを取ってください。
I saw a boy knocked down by a car.	少年が車にはねられるのを見たのです。
How about adding a touch of pepper?	少しコショウを加えたらどうだろう。
Women are physically weaker than men.	女性は体力的には男性より弱い。
Courage is needed to change a custom.	習慣を変えるには勇気が必要だ。
Where can I get tickets to a play?	芝居の切符はどこへ行けば買えますか。
Excuse me. Do you speak English?	失礼ですが、あなたは英語を話されますか。
It is waiting in the park at 7 o'clock.	七時に公園で待っています。
I've got an attractive proposition for you.	耳寄りな話がある。
Thank you very much for inviting me.	時間をさいていただきありがとう。
We enjoyed our holidays to the full.	私達は休暇を心行くまで楽しんだ。
Our town was bombed twice this week.	私達の街は今週２回爆撃を受けた。
The day when we arrived was a holiday.	私達が着いた日は休日だった。
The day when we arrived was a holiday.	私達が着いたのは休日だった。
I charmed a secret out of her.	私は彼女に取り入ってうまく秘密を聞き出した。
I requested him to keep me informed.	私は彼に知らせるように要請した。
I am not a bird, but I'd like to be.	私は鳥ではないが、鳥になりたい。
I don't know who made the cake.	私は誰がこのケーキを作ったのか知りません。
I have a good mind to study abroad.	私は大いに海外で勉強する気がある。
I had no money to buy the ticket.	私は切符を買うお金を持っていなかった。
I'm in debt to my uncle for $10,000.	私は叔父に１万ドルの借金がある。
I'm going to Izu over the weekend.	私は週末にかけて伊豆へ行くつもりだ。
I traveled abroad twice in my youth.	私は若いときに２度海外旅行した。
I know what a lucky boy I am.	私は自分が何てラッキーな少年かわかっています。
I met him yesterday for the first time.	私は昨日初めて彼に会った。
I have not been busy since yesterday.	私は昨日から忙しくありません。
I want a room to paint a picture in.	私は絵を描くための部屋がほしい。
I resolved that I would work harder.	私はもっと勉強しようと決心した。
I heard the sound of a ringing bell.	私はベルが鳴っている音を聞いた。
I'm employed by a French lawyer.	私はフランス人の弁護士に雇われています。
I was made to go for some cigarettes.	私はたばこを買いに行かされた。
I have plenty of time to do that.	私はそれをやるための多くの時間がある。
I could hardly endure the pain.	私はその痛みをほとんどがまんできなかった。
I have nothing to do with the affair.	私はその事件とは無関係である。
That lecture really stimulated me.	私はその講義には本当に刺激を受けた。
I don't know this neighborhood too well.	私はこの辺の地理に弱い。
I visited my friend Tom yesterday.	私はきのう友人のトムに会いに行った。
I don't care for flowers very much.	私はあまり花が好きではないのです。
I received your letter yesterday.	私はあなたの手紙を昨日受け取りました。
I've never been absent from school.	私は１回も学校を休んだことがない。
I proposed that she come with me.	私は、彼女も一緒に来れば、と提案した。
My mother grows flowers in her garden.	私の母は庭で花を育てている。
