Is he right?	彼は正しいですか。
You must read this book.	君はこの本を読まねばならない。
You must return the book by the end of April.	４月の終わりまでにその本を返しなさい。
You must return the book to him.	君はその本を彼に返さねばならない。
You must share your jobs with others.	君は自分の仕事を他の人と分け合わねばならない。
You must start for Nagoya now.	今、名古屋に出発しなさい。
You must study English every day.	英語は毎日勉強しなければなりません。
You must study more.	君はもっと勉強しなければならない。
You must take care driving.	交通に注意しなければいけない。
You must take care when you drive a car.	車を運転する時は注意しなければならない。
You must take life as it is.	あなたは人生をあるがままに受け入れなければならない。
You must think of your family.	あなたは家族の事を考えるべきです。
You must try and come to the party.	なんとかしてパーティーに来ないといけませんよ。
You mustn't go out now. Why not?	今でかけてはいけないの。どうしていけないの。
You mustn't park here.	ここで駐車してはいけません。
You need not come to the office on Saturdays.	土曜日には出社する必要がありません。
You need not write more than 400 words.	４００語以上書く必要はない。
You need to have friends who can help you out.	君は君を助けてくれるような友達を持たなければならない。
You needn't have bought such a large house.	こんな大きな家買う必要はなかったのに。
You said it!	そう！その通り。
You said so the other day, didn't you?	この間きみはそう言ったよね。
You say you changed schools.	転校したそうですね。
You shall have this money.	このお金をあげよう。
You shall have what money I have.	所持金を全部あげよう。
You should care more about the people around you.	もっと周りの人たちを大切にしないと
You should come home before six.	６時前に帰って来なさい。
You should go back right now.	すぐに戻るべきだよ。
You should go over a house before buying it.	あなたは家を買う前に、それを調べるべきだ。
You should go over a house before buying it.	あなたは家を買う前に良く調べるべきだ。
You should go over a house before buying it.	あなたは家を買う時は調査しなければならない。
