I like tea.	私はお茶が好きです。
In American culture, speech is golden.	アメリカ文化では、雄弁は金である。
Americans have the right to bear arms.	アメリカ人は武器の携帯を許されている。
Americans are frank enough to say what they think.	アメリカ人は思っている事を率直に言う。
As is often the case with Americans, he does not care for raw fish.	アメリカ人にはよくあることだが彼はなまの魚を好かない。
The economic strength of the USA is not what it was.	アメリカ合衆国の経済力は昔日のようではない。
In American football the defense has a specific job.	アメリカンフットボールではディフェンスは特別な仕事だ。
A trip to America was equivalent to a two-year salary for her.	アメリカへの旅は彼女にとって２年間の給与に相当した。
America is ahead in space technology.	アメリカは宇宙技術において進んでいる。
The urban population of America is increasing.	アメリカの都市人口は増加しつつある。
American students are falling behind in math.	アメリカの学生は数学で遅れをとっている。
If you decide to come to America, please let me know as soon as possible.	アメリカに来ることに決めたら、できるだけ早く知らせて下さい。
You have to cross the ocean to get to America.	アメリカに行くには大洋を横断しなければなりません。
In American money, a "quarter" is 25 cents; 4 quarters make a dollar.	アメリカでは１クォーターは２５セント、４クォーターは１ドルだ。
In America, my schedule is different and unique nearly every day.	アメリカでは、私のスケジュールは、ほぼ毎日のように違っています。
Why do you think soccer isn't popular in the US?	アメリカでサッカーがなかなか人気を集めない理由は何だと思いますか。
It wasn't a very interesting novel.	あまり面白味のない小説だった。
I was surprised because it was very big.	あまり大きいのでびっくりした。
Don't be so serious. It's only a game.	あまり深刻に考えるな。ゲームなんだから。
If you push yourself too hard, you'll make yourself ill.	あまり根を詰めるのは体に良くないよ。
We had not gone far before we were caught in a shower.	あまり遠くに行かない内ににわか雨にあった。
I had not gone very far when I was caught in a shower.	あまり遠くに行かないうちに夕立にあった。
It's too dark to play baseball now.	あまり暗くて野球ができません。
It's too dark to play tennis now.	あまり暗くてテニスをする事ができない。
It's so difficult that I've decided to give up trying.	あまりに難しいから挑戦するのはやめることにした。
There was so much noise that the speaker couldn't make himself heard.	あまりにも多くの騒音があったので、話し手は自分の声が通らなかった。
I was wondering if you could give me a lift, if it isn't too much trouble.	あまりご迷惑でなければ乗せていただけませんか。
As I do not have enough money, I will have to do without a new coat this winter.	あまりお金がないので、私はこの冬は新しいコートなしで過ごさなければならない。
Many people in Africa were killed as a result of the storm.	アフリカでは多くの人々がその嵐で死んだ。
They have had no rain in Africa for more than a month.	アフリカでは１ヶ月以上も前から雨が全く降っていない。
You don't have to pay for an apartment in advance.	アパートの支払いは前もってする必要はない。
I'll bet that I can beat you to the tree.	あの木までの競走なら君に負けるもんか。
That translation is said to be true to the original.	あの翻訳は原文に忠実だそうだ。
I'll keep that book for myself.	あの本を自分のためにとっておこう。
That plane will take off at five.	あの飛行機は５時に離陸します。
If I had taken that plane, I would be dead now.	あの飛行機に乗っていたら、今生きていないでしょう。
